epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
102,36.9563,0.63408,0.52392,0.9067,0.84446,0.82691,0.86218,0.65449,0.8298,0.82072,1.00422,0.00041675,0.00041675,0.00041675
103,37.3008,0.64096,0.52085,0.89744,0.90056,0.82511,0.86543,0.66541,0.77687,0.80396,0.99341,0.0004085,0.0004085,0.0004085
104,37.6487,0.62861,0.49588,0.89118,0.85693,0.81853,0.84846,0.68122,0.70287,0.81862,0.96537,0.00040025,0.00040025,0.00040025
105,37.9913,0.66224,0.50689,0.88722,0.84387,0.82288,0.8488,0.68118,0.70214,0.82078,0.96214,0.000392,0.000392,0.000392
106,38.3353,0.62962,0.50866,0.88438,0.83971,0.83044,0.8562,0.66628,0.76697,0.81415,0.97335,0.00038375,0.00038375,0.00038375
107,38.6722,0.62782,0.499,0.88139,0.8752,0.80927,0.85958,0.66767,0.77645,0.80456,0.97829,0.0003755,0.0003755,0.0003755
108,39.02,0.64413,0.49657,0.89039,0.86896,0.80788,0.85581,0.68138,0.7266,0.78997,0.9874,0.00036725,0.00036725,0.00036725
109,39.3593,0.63336,0.51327,0.8964,0.85047,0.81178,0.84568,0.67755,0.71611,0.79953,0.99285,0.000359,0.000359,0.000359
110,39.7065,0.61937,0.50556,0.88611,0.88356,0.82483,0.87629,0.67299,0.75187,0.80764,1.00161,0.00035075,0.00035075,0.00035075
111,40.0446,0.59594,0.48274,0.88693,0.88378,0.82372,0.87721,0.67119,0.77792,0.81017,1.00101,0.0003425,0.0003425,0.0003425
112,40.3931,0.60247,0.47627,0.87632,0.86283,0.81178,0.84544,0.67441,0.72525,0.80358,0.99214,0.00033425,0.00033425,0.00033425
113,40.7318,0.58644,0.47481,0.87238,0.87267,0.79826,0.84183,0.67658,0.71919,0.79652,0.9925,0.000326,0.000326,0.000326
114,41.077,0.58635,0.47518,0.88474,0.887,0.79734,0.84237,0.6692,0.72753,0.77956,0.9848,0.00031775,0.00031775,0.00031775
115,41.4176,0.61242,0.47202,0.88842,0.88313,0.79698,0.84756,0.68116,0.74282,0.77941,0.98384,0.0003095,0.0003095,0.0003095
116,41.7653,0.60541,0.47713,0.88477,0.88697,0.81696,0.88019,0.68448,0.72464,0.77914,0.9931,0.00030125,0.00030125,0.00030125
117,42.1083,0.5723,0.46756,0.87169,0.87119,0.80502,0.85665,0.67722,0.70479,0.77606,0.99175,0.000293,0.000293,0.000293
118,42.4583,0.58592,0.4709,0.89258,0.85297,0.83645,0.85719,0.67056,0.70101,0.78122,0.98835,0.00028475,0.00028475,0.00028475
119,42.8046,0.5941,0.46073,0.85765,0.85668,0.82153,0.85206,0.66842,0.71346,0.79433,0.99011,0.0002765,0.0002765,0.0002765
120,43.1543,0.56864,0.45082,0.87808,0.8858,0.8115,0.8652,0.65505,0.7375,0.79728,0.98972,0.00026825,0.00026825,0.00026825
121,43.4959,0.60888,0.48721,0.88671,0.86234,0.82436,0.85307,0.66344,0.72915,0.79319,0.9883,0.00026,0.00026,0.00026
122,43.8471,0.6063,0.46993,0.88706,0.87468,0.81178,0.87407,0.68057,0.6904,0.78795,0.98409,0.00025175,0.00025175,0.00025175
123,44.279,0.55068,0.45449,0.88723,0.86114,0.80375,0.85198,0.68259,0.6806,0.78733,0.98313,0.0002435,0.0002435,0.0002435
124,44.628,0.57109,0.44822,0.87747,0.86873,0.80146,0.83837,0.68184,0.69639,0.80327,0.9823,0.00023525,0.00023525,0.00023525
125,44.9695,0.59305,0.47096,0.87366,0.88622,0.81178,0.85966,0.68294,0.71874,0.8136,0.98434,0.000227,0.000227,0.000227
126,45.3208,0.58505,0.45946,0.88004,0.84199,0.82239,0.83875,0.67239,0.71535,0.79218,0.99076,0.00021875,0.00021875,0.00021875
127,45.6621,0.5778,0.44919,0.88043,0.84154,0.82775,0.85089,0.67819,0.70322,0.77685,0.99104,0.0002105,0.0002105,0.0002105
128,46.0171,0.58388,0.45707,0.87679,0.86368,0.8142,0.8461,0.68378,0.68133,0.76888,0.98794,0.00020225,0.00020225,0.00020225
129,46.3583,0.56287,0.43704,0.86528,0.86367,0.81361,0.84723,0.684,0.67931,0.76736,0.98508,0.000194,0.000194,0.000194
130,46.7068,0.57129,0.44372,0.88108,0.86321,0.81436,0.84771,0.6791,0.70681,0.77523,0.99167,0.00018575,0.00018575,0.00018575
131,47.0471,0.55572,0.44453,0.86924,0.85623,0.80708,0.82719,0.67493,0.71609,0.77656,0.99538,0.0001775,0.0001775,0.0001775
132,47.3953,0.56286,0.43691,0.87151,0.86311,0.81465,0.84496,0.67887,0.7026,0.79112,0.99028,0.00016925,0.00016925,0.00016925
133,47.7328,0.50746,0.42826,0.87347,0.87882,0.79826,0.84448,0.68293,0.6965,0.79912,0.98972,0.000161,0.000161,0.000161
134,48.0825,0.56158,0.45068,0.88113,0.88212,0.79657,0.84637,0.68474,0.6943,0.80001,0.99239,0.00015275,0.00015275,0.00015275
135,48.4215,0.54934,0.43904,0.87289,0.88114,0.79614,0.84062,0.68247,0.69656,0.806,0.99232,0.0001445,0.0001445,0.0001445
136,48.7648,0.56464,0.45118,0.87931,0.87216,0.80379,0.84509,0.68865,0.70071,0.8085,0.99562,0.00013625,0.00013625,0.00013625
137,49.1091,0.56999,0.45783,0.88415,0.88248,0.82423,0.86998,0.68979,0.69285,0.81203,0.98927,0.000128,0.000128,0.000128
138,49.4707,0.54731,0.43152,0.87191,0.88775,0.81593,0.84961,0.68873,0.6825,0.8062,0.97833,0.00011975,0.00011975,0.00011975
139,49.8098,0.53585,0.42909,0.87504,0.88743,0.81569,0.85254,0.69648,0.67676,0.81366,0.97813,0.0001115,0.0001115,0.0001115
140,50.1667,0.52409,0.42956,0.86581,0.88613,0.81511,0.85343,0.69169,0.67625,0.80813,0.98323,0.00010325,0.00010325,0.00010325
141,51.1426,0.54748,0.44658,0.87268,0.88812,0.81493,0.85372,0.69822,0.66765,0.8115,0.98248,9.5e-05,9.5e-05,9.5e-05
142,51.5522,0.52322,0.42237,0.86947,0.87787,0.81468,0.85167,0.70259,0.66171,0.81086,0.98389,8.675e-05,8.675e-05,8.675e-05
143,52.0057,0.51084,0.4097,0.85617,0.87837,0.81235,0.85219,0.70503,0.66173,0.81343,0.9864,7.85e-05,7.85e-05,7.85e-05
144,52.3505,0.50723,0.41776,0.86544,0.89013,0.7941,0.85097,0.69707,0.66799,0.81509,0.99358,7.025e-05,7.025e-05,7.025e-05
145,52.6845,0.49091,0.41166,0.86046,0.89197,0.79408,0.85264,0.69713,0.67368,0.82531,0.99416,6.2e-05,6.2e-05,6.2e-05
146,53.0243,0.49751,0.41348,0.86756,0.86876,0.80757,0.84073,0.69847,0.67549,0.81403,0.98934,5.375e-05,5.375e-05,5.375e-05
147,53.3577,0.52576,0.42608,0.86977,0.86959,0.80736,0.8413,0.69756,0.67747,0.80551,0.98924,4.55e-05,4.55e-05,4.55e-05
148,53.6989,0.49873,0.40116,0.86199,0.89176,0.79151,0.85468,0.70109,0.67116,0.80718,0.98566,3.725e-05,3.725e-05,3.725e-05
149,54.0329,0.52188,0.41256,0.86137,0.88412,0.79151,0.85433,0.70152,0.66787,0.81139,0.98317,2.9e-05,2.9e-05,2.9e-05
150,54.3773,0.46467,0.38526,0.84351,0.88337,0.79179,0.85447,0.70373,0.66365,0.8073,0.9865,2.075e-05,2.075e-05,2.075e-05
